x_t,y_t,z_t,x_next
14.448629229492745,26.045137707095076,19.06653186290266,19.1323000041939
15.026113819071664,26.510584652601803,20.73856313160183,19.34806139232296
15.59549072398115,26.865924894397665,22.494655419111634,19.49312141447505
16.151395150372032,27.09534944831728,24.325281176013483,19.56311125503468
16.687963429752852,27.18357179336127,26.21797224445176,19.55475816734402
17.198897475830982,27.11643572034309,28.157233958634716,19.46602714831854
17.67755741023097,26.881588466614375,30.12459263173955,19.296217464086293
18.117083585110805,26.46918831052264,32.09880413458425,19.04600665853982
18.510547061224152,25.872603541694755,34.056242861123025,18.717438435256977
18.85112566848997,25.089052171020327,35.97147904507846,18.313854994620907
19.1323000041939,24.120124965840837,37.818035655694935,17.839778572681237
19.34806139232296,22.972135503042356,39.56929805136212,17.300750528918023
19.49312141447505,21.656247369457986,41.19952941237992,16.70313897868423
19.56311125503468,20.188343183016716,42.68492904991563,16.05392742511313
19.55475816734402,18.588620944998326,44.004657262625656,15.360497054181543
19.46602714831854,16.880928168103328,45.14174768330792,14.630414430567216
19.296217464086293,15.091870650606202,46.08383217594028,13.871234522895255
19.04600665853982,13.24975655592934,46.8236183434895,13.090326619215078
18.717438435256977,11.383453342895933,47.35908227148644,12.29472808869209
18.313854994620907,9.521243588084413,47.69336623124466,11.491028423236148
17.839778572681237,7.689763482161634,47.83439935573168,10.68528381509007
17.300750528918023,5.913095969135668,47.79428427828981,9.88296062945792
16.70313897868423,4.212071115171746,47.58851115388916,9.08890500039059
16.05392742511313,2.603802717804451,47.23507035741373,8.307334843776372
15.360497054181543,1.101466005621426,46.753536042887795,7.541850287047502
14.630414430567216,-0.2857001809279703,46.16418570458629,6.795458473000031
13.871234522895255,-1.5521997443113644,45.487208048051556,6.070608933842647
13.090326619215078,-2.695937399984515,44.7420354721548,5.369236132578304
12.29472808869209,-3.717775570700925,43.946820854106534,4.692806261883352
11.491028423236148,-4.621035668786261,43.11806324042295,4.042365905030623
10.68528381509007,-5.410984101307333,42.27037495239268,3.41859068504485
9.88296062945792,-6.094334997733121,41.41637376787876,2.821832487448706
9.08890500039059,-6.678793698330031,40.56667903915995,2.252164238547662
8.307334843776372,-7.172655681281009,39.72998843888141,1.7094215767600023
7.541850287047502,-7.5844686860956445,38.913212651890845,1.1932410365310266
6.795458473000031,-7.922759614727059,38.12164744138182,0.7030945603519911
6.070608933842647,-8.19582334075372,37.359165689015526,0.23832033597019175
5.369236132578304,-8.411567676461825,36.62841551985126,-0.20184994776382545
4.692806261883352,-8.577407098597114,35.93101410379337,-0.6182672223254203
4.042365905030623,-8.700197207941219,35.267729849090045,-1.0118443055926118
